01	01	00	-9.83124	8.99212	1663	4968	5.33373	9.30832	1681	5029	15.165	1.01082	1.01228	-30.1207	29.0364	248	2993	60.5302	19.2877	253	2420	90.6509	1.02016	0.808553
01	01	05	-10.6731	10.1849	1640	5226	4.90235	8.68797	1635	4764	15.5755	0.996951	0.911596	-27.5695	29.3328	267	3221	61.9463	18.966	217	2202	89.5158	0.812734	0.683639
01	01	10	-10.8234	10.4649	1726	5411	4.83178	8.10922	1574	4581	15.6552	0.911935	0.846609	-28.133	29.282	295	3412	61.7444	18.6622	221	2069	89.8774	0.749153	0.606389
01	01	15	-11.4247	11.6208	1742	5710	4.30309	6.9596	1552	4273	15.7278	0.89093	0.748336	-26.6422	29.3836	295	3643	64.0181	18.1077	189	1894	90.6602	0.640678	0.519901
01	01	20	-11.8701	11.4356	1735	5919	3.83763	6.41069	1532	4036	15.7077	0.882997	0.681872	-25.7998	29.871	324	3978	65.372	18.0389	162	1621	91.1719	0.5	0.407491
01	01	25	-12.2436	12.0292	1750	5971	3.5994	6.40303	1478	3979	15.843	0.844571	0.666388	-23.9351	29.2509	350	3994	66.4899	17.4843	171	1544	90.4249	0.488571	0.38658
01	01	30	-12.8394	13.0932	1875	6255	3.70298	7.87574	1447	3686	16.5424	0.771733	0.589289	-23.4716	29.803	379	4258	67.1248	18.1853	153	1344	90.5963	0.403694	0.315641
01	01	35	-13.3433	13.3624	1922	6507	3.64101	8.80516	1454	3422	16.9843	0.756504	0.525895	-21.43	29.5618	452	4505	68.393	18.5083	119	1088	89.8231	0.263274	0.241509
01	01	40	-13.7931	13.8799	1886	6730	4.25478	10.8466	1399	3170	18.0479	0.741782	0.471025	-21.4125	29.9193	452	4797	68.1789	21.2538	107	1006	89.5913	0.236726	0.209714
01	01	45	-14.5322	14.9624	1941	6918	5.07252	12.5764	1325	2973	19.6047	0.682638	0.429748	-20.2849	29.5399	463	5019	65.7383	23.9921	83	926	86.0232	0.179266	0.184499
01	01	50	-14.9766	14.9986	1907	7076	6.85103	15.2483	1316	2803	21.8277	0.690089	0.396128	-19.0519	29.232	528	5252	59.0751	26.2222	117	838	78.1271	0.221591	0.159558
01	01	55	-15.5436	15.5858	1927	7291	8.78795	17.428	1207	2574	24.3316	0.626362	0.353038	-17.8988	28.9787	562	5472	50.5953	26.7002	164	796	68.4941	0.291815	0.145468
01	01	60	-16.2864	16.1669	1899	7441	12.224	19.7612	1086	2362	28.5103	0.57188	0.31743	-16.7101	28.768	591	5797	42.1875	23.216	216	890	58.8976	0.365482	0.153528
01	01	65	-16.9041	16.562	1783	7473	16.3731	21.2255	853	2307	33.2772	0.478407	0.308711	-16.4864	28.9603	623	6000	35.0941	12.7075	297	1112	51.5805	0.476726	0.185333
01	01	70	-17.8663	17.432	1661	7333	20.9757	21.1771	633	2406	38.842	0.381096	0.328106	-14.657	27.9655	663	6036	35.4175	8.96861	351	1617	50.0746	0.529412	0.267893
01	01	75	-18.8611	17.7976	1434	7197	24.6874	20.4673	374	2531	43.5485	0.260809	0.351674	-13.3634	27.3791	707	6153	37.6034	10.99	417	2158	50.9669	0.589816	0.350723
01	01	80	-20.9481	18.6703	1197	6652	26.3477	18.3597	542	3028	47.2958	0.452799	0.455201	-11.3597	26.4741	755	6059	39.8512	13.2235	549	3033	51.2109	0.727152	0.500578
01	01	85	-23.3168	18.8949	993	5867	24.8467	18.0378	756	3791	48.1635	0.761329	0.646156	-9.01959	24.981	727	5722	43.0357	16.5292	605	3885	52.0553	0.832187	0.678958
